lot_tag,auct_type,object_type,cadastr_num,addr_string,addr_street,addr_build_num,addr_floor_from_title,addr_apart_num_from_title,flat_num,qty_rooms,addr_floor,total_floors,obj_square,start_price,start_price_m2,deposit,auct_step,auct_form,start_applications_date,finish_application_date,participant_selection_date,bidding_date,results_date,roseltorg_url,torgi_url,metro_station,inf_sales,inf_food_service,inf_education,inf_cult_and_sport,inf_consumer_services,inf_health_care,documentation_expl,documentation_photo,investmoscow_url
#ГП16911235,Продажа,Квартира,77:07:0002003:16691,"Береговой проезд, дом 1Б, этаж 8, кв. 704",,,,,704,3,8,28,131.6,32052364,243559.0,641047,64104,Открытый аукцион в электронной форме,2023-02-20,2023-10-18,2023-10-24,2023-10-25,2023-10-26,https://www.roseltorg.ru/procedure/21000005000000008490,https://torgi.gov.ru/new/public/notices/view/21000005000000008490,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/18922382
#ГП16911208,Продажа,Квартира,77:07:0002003:16616,"Береговой проезд, дом 1Б, этаж 4, кв. 637",,,,,637,3,4,28,100.2,29322328,292638.0,586446,58644,Открытый аукцион в электронной форме,2023-02-20,2023-10-18,2023-10-24,2023-10-25,2023-10-26,https://www.roseltorg.ru/procedure/21000005000000008446,https://torgi.gov.ru/new/public/notices/view/21000005000000008446,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/18923062
#ГП16913025,Продажа,Квартира,77:07:0002003:16617,"Береговой проезд, дом 1Б, этаж 5, кв. 638",,,,,638,3,5,28,98.0,28678524,292638.0,573570,57357,Открытый аукцион в электронной форме,2023-02-20,2023-10-18,2023-10-24,2023-10-25,2023-10-26,https://www.roseltorg.ru/procedure/21000005000000008447,https://torgi.gov.ru/new/public/notices/view/21000005000000008447,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/18923040
#ГП16911214,Продажа,Квартира,77:07:0002003:16619,"Береговой проезд, дом 1Б, этаж 5, кв. 639",,,,,639,3,5,28,105.0,30726990,292638.0,614539,61453,Открытый аукцион в электронной форме,2023-02-20,2023-10-18,2023-10-24,2023-10-25,2023-10-26,https://www.roseltorg.ru/procedure/21000005000000008448,https://torgi.gov.ru/new/public/notices/view/21000005000000008448,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/18923034
#ГП16911199,Продажа,Квартира,77:07:0002003:16628,"Береговой проезд, дом 1Б, этаж 8, кв. 648",,,,,648,3,8,28,104.5,31224496,298799.0,624489,62448,Открытый аукцион в электронной форме,2023-02-20,2023-10-18,2023-10-24,2023-10-25,2023-10-26,https://www.roseltorg.ru/procedure/21000005000000008462,https://torgi.gov.ru/new/public/notices/view/21000005000000008462,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/18922852
#ГП16912588,Продажа,Квартира,77:07:0002003:16721,"Береговой проезд, дом 1Б, этаж 11, кв. 731",,,,,731,3,11,28,130.1,32666939,251091.0,653338,65333,Открытый аукцион в электронной форме,2023-02-20,2023-10-18,2023-10-24,2023-10-25,2023-10-26,https://www.roseltorg.ru/procedure/21000005000000008459,https://torgi.gov.ru/new/public/notices/view/21000005000000008459,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/18922649
#ГП16913411,Продажа,Квартира,77:07:0002003:16695,"Береговой проезд, дом 1Б, этаж 8, кв. 708",,,,,708,4,8,28,132.4,36578148,276270.0,731562,73156,Открытый аукцион в электронной форме,2023-02-20,2023-10-18,2023-10-24,2023-10-25,2023-10-26,https://www.roseltorg.ru/procedure/21000005000000008482,https://torgi.gov.ru/new/public/notices/view/21000005000000008482,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/18922402
#ГП16911218,Продажа,Квартира,77:07:0002003:16680,"Береговой проезд, дом 1Б, этаж 7, кв. 695",,,,,695,3,7,28,131.2,31954941,243559.0,639098,63909,Открытый аукцион в электронной форме,2023-02-20,2023-10-18,2023-10-24,2023-10-25,2023-10-26,https://www.roseltorg.ru/procedure/21000005000000008499,https://torgi.gov.ru/new/public/notices/view/21000005000000008499,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/18922346
#ГП16912883,Продажа,Квартира,77:07:0002003:16821,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 21, кв. 821",,,,,821,3,21,28,135.0,35931195,266157.0,718623,71862,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011168,https://torgi.gov.ru/new/public/notices/view/21000005000000011168,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038660
#ГП16912873,Продажа,Квартира,77:07:0002003:16815,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 20, кв. 816",,,,,816,4,20,28,134.5,39456786,293359.0,789135,78913,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011163,https://torgi.gov.ru/new/public/notices/view/21000005000000011163,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038620
#ГП16912896,Продажа,Квартира,77:07:0002003:16828,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 21, кв. 828",,,,,828,1,21,28,44.3,15375467,347076.0,307509,30750,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011151,https://torgi.gov.ru/new/public/notices/view/21000005000000011151,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038617
#ГП16928323,Продажа,Квартира,77:07:0002003:16831,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 22, кв. 830",,,,,830,3,22,28,135.5,36064274,266157.0,721285,72128,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011156,https://torgi.gov.ru/new/public/notices/view/21000005000000011156,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038602
#ГП16912875,Продажа,Квартира,77:07:0002003:16801,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 19, кв. 803",,,,,803,3,19,28,135.4,35017690,258624.0,700353,70035,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011155,https://torgi.gov.ru/new/public/notices/view/21000005000000011155,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038594
#ГП16913424,Продажа,Квартира,77:07:0002003:16868,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 26, кв. 864",,,,,864,3,26,28,134.0,36674460,273690.0,733489,73348,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011195,https://torgi.gov.ru/new/public/notices/view/21000005000000011195,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038407
#ГП16928325,Продажа,Квартира,77:07:0002003:16877,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 27, кв. 872",,,,,872,3,27,28,134.4,36783936,273690.0,735678,73567,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011210,https://torgi.gov.ru/new/public/notices/view/21000005000000011210,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038278
#ГП16913435,Продажа,Квартира,77:07:0002003:16878,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 27, кв. 873",,,,,873,2,27,28,68.8,21283555,309354.0,425671,42567,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011211,https://torgi.gov.ru/new/public/notices/view/21000005000000011211,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038267
#ГП16912819,Продажа,Квартира,77:07:0002003:16887,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 28, кв. 881",,,,,881,2,28,28,68.5,21190749,309354.0,423814,42381,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011217,https://torgi.gov.ru/new/public/notices/view/21000005000000011217,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038204
#ГП16912821,Продажа,Квартира,77:07:0002003:16888,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 28, кв. 882",,,,,882,2,28,28,66.3,20510170,309354.0,410203,41020,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011219,https://torgi.gov.ru/new/public/notices/view/21000005000000011219,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038184
#ГП16912829,Продажа,Квартира,77:07:0002003:16893,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 28, кв. 887",,,,,887,1,28,28,44.8,15989075,356899.0,319781,31978,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011223,https://torgi.gov.ru/new/public/notices/view/21000005000000011223,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038121
#ГП16928333,Продажа,Квартира,77:07:0002003:16960,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 10, кв. 947",,,,,947,2,10,28,77.3,25182794,325780.0,503655,50365,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011229,https://torgi.gov.ru/new/public/notices/view/21000005000000011229,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038012
#ГП16912899,Продажа,Квартира,77:07:0002003:16832,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 22, кв. 831",,,,,831,2,22,28,68.9,20560036,298404.01,411200,41120,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011157,https://torgi.gov.ru/new/public/notices/view/21000005000000011157,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038546
#ГП16912827,Продажа,Квартира,77:07:0002003:16891,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 28, кв. 885",,,,,885,1,28,28,43.4,15489417,356899.01,309788,30978,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011218,https://torgi.gov.ru/new/public/notices/view/21000005000000011218,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038147
#ГП16928331,Продажа,Квартира,77:07:0002003:16947,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 7, кв. 935",,,,,935,2,7,28,77.7,25313106,325780.0,506262,50626,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011227,https://torgi.gov.ru/new/public/notices/view/21000005000000011227,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038034
#ГП16912817,Продажа,Квартира,77:07:0002003:16886,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 28, кв. 880",,,,,880,3,28,28,134.8,36893412,273690.0,737868,73786,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011216,https://torgi.gov.ru/new/public/notices/view/21000005000000011216,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038219
#ГП16928330,Продажа,Квартира,77:07:0002003:16943,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 6, кв. 931",,,,,931,2,6,28,77.4,25215372,325780.0,504307,50430,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011226,https://torgi.gov.ru/new/public/notices/view/21000005000000011226,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038045
#ГП16928332,Продажа,Квартира,77:07:0002003:16952,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 8, кв. 939",,,,,939,2,8,28,77.3,25182794,325780.0,503655,50365,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011228,https://torgi.gov.ru/new/public/notices/view/21000005000000011228,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038022
#ГП16912886,Продажа,Квартира,77:07:0002003:16822,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 21, кв. 822",,,,,822,2,21,28,68.9,20560036,298404.01,411200,41120,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011175,https://torgi.gov.ru/new/public/notices/view/21000005000000011175,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038672
#ГП16913698,Продажа,Квартира,77:07:0002003:16825,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 21, кв. 825",,,,,825,4,21,28,134.1,40485192,301903.0,809703,80970,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011150,https://torgi.gov.ru/new/public/notices/view/21000005000000011150,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038649
#ГП16912877,Продажа,Квартира,77:07:0002003:16819,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 20, кв. 819",,,,,819,1,20,28,44.6,15041484,337253.0,300829,30082,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011165,https://torgi.gov.ru/new/public/notices/view/21000005000000011165,Филёвский парк,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038633
#ГП16912863,Продажа,Квартира,77:07:0002003:16794,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 18, кв. 798",,,,,798,4,18,28,133.9,39280770,293359.0,785615,78561,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011152,https://torgi.gov.ru/new/public/notices/view/21000005000000011152,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038507
#ГП16913426,Продажа,Квартира,77:07:0002003:16869,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 26, кв. 865",,,,,865,2,26,28,68.6,21221684,309353.99,424433,42443,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011201,https://torgi.gov.ru/new/public/notices/view/21000005000000011201,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038391
#ГП16928324,Продажа,Квартира,77:07:0002003:16875,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 26, кв. 870",,,,,870,3,26,28,87.9,31284401,355909.0,625688,62568,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011208,https://torgi.gov.ru/new/public/notices/view/21000005000000011208,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038329
#ГП16928327,Продажа,Квартира,77:07:0002003:16892,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 1Б, этаж 28, кв. 886",,,,,886,3,28,28,88.7,31569128,355909.0,631382,63138,Открытый аукцион в электронной форме,2023-04-26,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011221,https://torgi.gov.ru/new/public/notices/view/21000005000000011221,Фили,93,43,18,17,32,,,,https://investmoscow.ru/tenders/tender/19038129
#ГП16936556,Продажа,Квартира,77:03:0002017:3877,"Байкальская улица, дом 25, корпус 4, этаж 3, квартира 88",,,,,,2,3,5,44.5,9230000,207415.73,461500,92300,Открытый аукцион в электронной форме,2023-09-18,2023-10-19,2023-10-24,2023-10-26,2023-10-26,https://www.roseltorg.ru/procedure/21000005000000015386,https://torgi.gov.ru/new/public/notices/view/21000005000000015386,Щёлковская,59,9,3,6,9,1,,,https://investmoscow.ru/tenders/tender/19289662
#ГП16936554,Продажа,Квартира,77:06:0003007:3372,"Ленинский проспект, дом 85, корпус 6, этаж 4, квартира 14",,,,,,2,4,5,42.3,13157000,311040.19,657850,131570,Открытый аукцион в электронной форме,2023-09-18,2023-10-19,2023-10-24,2023-10-26,2023-10-26,https://www.roseltorg.ru/procedure/21000005000000015365,https://torgi.gov.ru/new/public/notices/view/21000005000000015365,Новые Черёмушки,92,11,12,34,39,,,,https://investmoscow.ru/tenders/tender/19289631
#ГП16936555,Продажа,Квартира,77:02:0022006:5363,"3-я Новоостанкинская улица, дом 23, этаж 1, квартира 3",,,,,,2,1,5,44.9,11902000,265077.95,595100,119020,Открытый аукцион в электронной форме,2023-09-18,2023-10-19,2023-10-24,2023-10-26,2023-10-26,https://www.roseltorg.ru/procedure/21000005000000015367,https://torgi.gov.ru/new/public/notices/view/21000005000000015367,Улица Академика Королёва,86,15,14,20,26,4,,,https://investmoscow.ru/tenders/tender/19289647
#ГП16929130,Продажа,Квартира,77:06:0004004:1154,"Профсоюзная улица, дом 27, корпус 5, этаж 4, квартира 54",,,,,,2,4,5,44.2,9105000,205995.48,455250,91050,Открытый аукцион в электронной форме,2023-09-18,2023-10-19,2023-10-24,2023-10-26,2023-10-26,https://www.roseltorg.ru/procedure/21000005000000015390,https://torgi.gov.ru/new/public/notices/view/21000005000000015390,,67,21,13,33,26,2,,,https://investmoscow.ru/tenders/tender/19291706
#ГП16936521,Продажа,Квартира,77:01:0005012:2266,"Пуговишников переулок, дом 15, этаж 4, квартира 34",,,,,34,2,4,5,60.2,26331000,437392.03,1316550,263310,Открытый аукцион в электронной форме,2023-09-18,2023-10-19,2023-10-24,2023-10-26,2023-10-26,https://www.roseltorg.ru/procedure/21000005000000015368,https://torgi.gov.ru/new/public/notices/view/21000005000000015368,Парк культуры,114,62,14,7,34,2,,,https://investmoscow.ru/tenders/tender/19289560
#ГП16936522,Продажа,Квартира,77:10:0001003:3839,"город Зеленоград, корпус 1118, этаж 8, квартира 57",,,,,57,1,8,22,33.6,6658000,198154.76,332900,66580,Открытый аукцион в электронной форме,2023-09-18,2023-10-19,2023-10-24,2023-10-26,2023-10-26,https://www.roseltorg.ru/procedure/21000005000000015364,https://torgi.gov.ru/new/public/notices/view/21000005000000015364,Речной вокзал,84,4,5,16,21,1,,,https://investmoscow.ru/tenders/tender/19289484
#ГП16932188,Продажа,Квартира,77:03:0010003:2581,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 17, кв. 153",,,,,153,2,17,22,51.0,8664000,169882.35,173280,17328,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012729,https://torgi.gov.ru/new/public/notices/view/21000005000000012729,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19149257
#ГП16932180,Продажа,Квартира,77:03:0010003:2567,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 15, кв. 140",,,,,140,2,15,22,52.4,8657000,165209.92,173140,17314,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012759,https://torgi.gov.ru/new/public/notices/view/21000005000000012759,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19149113
#ГП16932176,Продажа,Квартира,77:03:0010003:2634,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 21, кв. 200",,,,,200,2,21,22,52.5,9164000,174552.38,183280,18328,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012756,https://torgi.gov.ru/new/public/notices/view/21000005000000012756,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19149052
#ГП16932138,Продажа,Квартира,77:03:0010003:2560,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 15, кв. 134",,,,,134,2,15,22,59.4,9813000,165202.02,196260,19626,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012755,https://torgi.gov.ru/new/public/notices/view/21000005000000012755,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19149016
#ГП16932167,Продажа,Квартира,77:03:0010003:2617,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 20, кв. 186",,,,,186,2,20,22,52.7,8953000,169886.15,179060,17906,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012741,https://torgi.gov.ru/new/public/notices/view/21000005000000012741,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19149013
#ГП16932135,Продажа,Квартира,77:03:0010003:2559,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 15, кв. 133",,,,,133,2,15,22,51.0,8426000,165215.69,168520,16852,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012753,https://torgi.gov.ru/new/public/notices/view/21000005000000012753,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19149012
#ГП16932185,Продажа,Квартира,77:03:0010003:2573,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 16, кв. 146",,,,,146,2,16,22,52.4,8902000,169885.5,178040,17804,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012726,https://torgi.gov.ru/new/public/notices/view/21000005000000012726,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19149193
#ГП16932184,Продажа,Квартира,77:03:0010003:2571,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 16, кв. 144",,,,,144,2,16,22,59.6,10125000,169882.55,202500,20250,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012725,https://torgi.gov.ru/new/public/notices/view/21000005000000012725,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19149184
#ГП16932181,Продажа,Квартира,77:03:0010003:2569,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 16, кв. 142",,,,,142,2,16,22,47.8,8527000,178389.12,170540,17054,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012760,https://torgi.gov.ru/new/public/notices/view/21000005000000012760,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19149138
#ГП16932179,Продажа,Квартира,77:03:0010003:2566,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 15, кв. 139",,,,,139,2,15,22,60.1,9929000,165207.99,198580,19858,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012758,https://torgi.gov.ru/new/public/notices/view/21000005000000012758,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19149099
#ГП16932152,Продажа,Квартира,77:03:0010003:2599,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 18, кв. 169",,,,,169,2,18,22,60.1,10210000,169883.53,204200,20420,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012735,https://torgi.gov.ru/new/public/notices/view/21000005000000012735,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19148959
#ГП16932143,Продажа,Квартира,77:03:0010003:2591,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 18, кв. 162",,,,,162,2,18,22,47.6,8491000,178382.35,169820,16982,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012732,https://torgi.gov.ru/new/public/notices/view/21000005000000012732,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19148943
#ГП16932163,Продажа,Квартира,77:03:0010003:2548,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 14, кв. 123",,,,,123,2,14,22,51.1,8442000,165205.48,168840,16884,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012746,https://torgi.gov.ru/new/public/notices/view/21000005000000012746,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19148164
