adm_area,mun_district,gkh_address,gkh_total_floors,is_total_floors_variable,geo_lat,geo_lon,overlap_material,skeleton,wall_material,category,residents_qty,construction_year,ceiling_height,passenger_elevators_qty,condition,gkh_metro_station,metro_km,metro_min,gkh_cadastr_num,code_KLADR,global_repair_date,is_renov,renov_period,building_page_url,addr_winner
Западный,Раменки,"г. москва, пр-кт. мичуринский, д. 9, к. 1",20,,55.70083,37.50645,Железобетонные,Панельный,Крупнопанельные,ЧФ  - частный фонд,,1998.0,270.0,1,Исправный,Раменки,0.65,10,77:07:0013004:1036,77000000000188000,,0,,https://flatinfo.ru/h_info1.asp?hid=85117,"мичуринский просп., 9к1"
Восточный,Метрогородок,"г. москва, ш. открытое, д. 24, к. 42",9,,55.82165,37.75787,железобетонные,Панельный,Крупнопанельные,муниципальный,581.0,1973.0,264.0,1,Исправный,Бульвар Рокоссовского,1.7,25,77:03:0002004:1032,77000000000216700,,1,2029-2032,https://flatinfo.ru/h_info1.asp?hid=53447,"открытое ш., 24к42"
Северо-Восточный,Северный,"г. москва, ш. дмитровское, д. 122д, к. 11",3,,55.92329,37.54888,,Монолитный,Бетонные Монолитные,,,2012.0,,,,Физтех,0.4,6,77:02:0000000:1462,77000000000033500,,0,,https://flatinfo.ru/h_info1.asp?hid=254543,"дмитровское ш., 122дк11"
Юго-Восточный,Некрасовка,"г. москва, ул. льва яшина, д. 5, к. 1",25,,55.69827,37.92295,Железобетонные,Панельный,Смешанные,,257.0,2014.0,270.0,3,Исправный,Некрасовка,0.65,10,77:16:0010105:6534,77000000000754100,,0,,https://flatinfo.ru/h_info1.asp?hid=241985,"льва яшина ул., 5к1"
Юго-Западный,Теплый Стан,"г. москва, ул. генерала тюленева, д. 7, к. 1",9,,55.62443,37.48497,железобетонные,Панельный,Крупнопанельные,муниципальный,1120.0,1973.0,264.0,1,Исправный,Отсутствует в пешей доступности,20.0,90,77:06:0007005:1054,77000000000295600,,0,,https://flatinfo.ru/h_info1.asp?hid=5055,"генерала тюленева ул., 7к1"
Центральный,Тверской,"г. москва, ул. тверская-ямская 4-я, д. 26/8",7,,55.77487,37.59423,железобетонные,Кирпичный,Кирпичные,,110.0,1914.0,,1,Исправный,Маяковская,0.55,8,77:01:0004011:1067,77000000000288200,,0,,https://flatinfo.ru/h_info1.asp?hid=183187,"тверская-ямская 4-я ул., 26/8"
Западный,Солнцево,"г. москва, ул. авиаторов, д. 1",23,,55.64579,37.39056,,,,,,2022.0,,,,Солнцево,0.45,7,,,,0,,https://flatinfo.ru/h_info1.asp?hid=381669,"авиаторов ул., 1"
Западный,Кунцево,"г. москва, ул. партизанская, д. 9, к. 2",4,,55.7303,37.41011,Железобетонные,Кирпичный,Кирпичные,муниципальный,161.0,1961.0,250.0,,Исправный,Рабочий Посёлок,0.6,9,77:07:0004007:1025,77000000000222500,,0,,https://flatinfo.ru/h_info1.asp?hid=18722,"партизанская ул., 9к2"
Северо-Восточный,Алексеевский,"г. москва, ул. новоалексеевская, д. 16, к. 3",19,1.0,55.80735,37.6471,Железобетонные,Монолитный,,,,2020.0,,2,Исправный,Алексеевская,0.6,9,77:02:0023014:3660,,,0,,https://flatinfo.ru/h_info1.asp?hid=328113,"новоалексеевская ул., 16к3"
Южный,Бирюлево Западное,"г. москва, проезд. харьковский, д. 11, к. 2",12,,55.58893,37.63942,железобетонные,Панельный,Крупнопанельные,муниципальный,979.0,1973.0,,3,Исправный,Красный Строитель,1.55,24,77:05:0009002:1076,77000000000301900,,0,,https://flatinfo.ru/h_info1.asp?hid=3234,"харьковский пр-д, 11к2"
Юго-Западный,Теплый Стан,"г. москва, ул. теплый стан, д. 21, к. 6",9,,55.62743,37.47908,железобетонные,Панельный,Крупнопанельные,муниципальный,749.0,1973.0,264.0,1,Исправный,Отсутствует в пешей доступности,20.0,90,77:06:0007008:1014,77000000000289200,,0,,https://flatinfo.ru/h_info1.asp?hid=5061,"теплый стан ул., 21к6"
Западный,Очаково-Матвеевское,"г. москва, ул. матвеевская, д. 18, к. 1",16,,55.70274,37.46807,железобетонные,Панельный,Крупнопанельные,муниципальный,389.0,1972.0,,1,Исправный,Аминьевская,0.65,10,77:07:0012010:1048,77000000000182200,,0,,https://flatinfo.ru/h_info1.asp?hid=70168,"матвеевская ул., 18к1"
Северный,Войковский,"г. москва, ул. клары цеткин, д. 31",9,,55.82604,37.51389,Железобетонные,Кирпичный,Кирпичные,муниципальный,608.0,1970.0,264.0,1,Исправный,Балтийская,1.25,19,77:09:0003016:1054,77000000000036400,,0,,https://flatinfo.ru/h_info1.asp?hid=50437,"клары цеткин ул., 31"
Центральный,Таганский,"г. москва, ул. таганская, д. 27",16,,55.74003,37.66644,Железобетонные,Панельный,Крупноблочные,муниципальный,216.0,1973.0,248.0,1,Исправный,Марксистская,0.65,10,77:01:0006025:1081,77000000000285400,,0,,https://flatinfo.ru/h_info1.asp?hid=34037,"таганская ул., 27"
Центральный,Тверской,"г. москва, ул. тверская-ямская 3-я, д. 26",5,,55.77279,37.59485,смешанные,Кирпичный,Кирпичные,муниципальный,51.0,1933.0,,,Исправный,Маяковская,0.3,5,77:01:0004011:1051,77000000000288100,,0,,https://flatinfo.ru/h_info1.asp?hid=32614,"тверская-ямская 3-я ул., 26"
Северо-Восточный,Лосиноостровский,"г. москва, ул. минусинская, д. 1",12,,55.87172,37.69498,Железобетонные,Кирпичный,Кирпичные,муниципальный,146.0,1967.0,250.0,2,Исправный,Бабушкинская,2.0,30,77:02:0010012:1007,77000000000185500,,0,,https://flatinfo.ru/h_info1.asp?hid=58455,"минусинская ул., 1"
Западный,Раменки,"г. москва, ул. удальцова, д. 87, к. 5",9,,55.68425,37.48675,железобетонные,Панельный,Крупнопанельные,муниципальный,368.0,2001.0,264.0,1,Исправный,Мичуринский проспект,0.55,8,77:07:0013006:1046,77000000000296100,,0,,https://flatinfo.ru/h_info1.asp?hid=77423,"удальцова ул., 87к5"
Северный,Беговой,"г. москва, ул. беговая, д. 6",12,,55.77631,37.55583,Железобетонные,Панельный,Крупнопанельные,муниципальный,164.0,2000.0,275.0,1,Исправный,Беговая,0.65,10,77:09:0005015:1080,77000000000082600,,0,,https://flatinfo.ru/h_info1.asp?hid=42254,"беговая ул., 6"
Северо-Восточный,Лианозово,"г. москва, ул. абрамцевская, д. 2",12,,55.89239,37.57414,Железобетонные,Панельный,Крупнопанельные,муниципальный,431.0,1976.0,264.0,1,Исправный,Алтуфьево,1.05,16,77:02:0001016:1002,77000000000070800,,0,,https://flatinfo.ru/h_info1.asp?hid=60376,"абрамцевская ул., 2"
Юго-Западный,Зюзино,"г. москва, ул. херсонская, д. 7, к. 2",5,,55.65057,37.5695,железобетонные,Панельный,Крупнопанельные,муниципальный,275.0,1964.0,248.0,,Исправный,Зюзино,0.65,10,77:06:0005014:1028,77000000000302500,,1,2029-2032,https://flatinfo.ru/h_info1.asp?hid=10105,"херсонская ул., 7к2"
Восточный,Ивановское,"г. москва, ул. саянская, д. 5, к. 1",12,,55.76794,37.82833,Железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,877.0,1973.0,264.0,4,Исправный,Новогиреево,2.35,36,77:03:0006025:1033,77000000000044300,,0,,https://flatinfo.ru/h_info1.asp?hid=37486,"саянская ул., 5к1"
Юго-Западный,Коньково,"г. москва, ул. академика арцимовича, д. 3, к. 1",5,,55.64386,37.51602,железобетонные,Панельный,Крупнопанельные,муниципальный,748.0,1967.0,248.0,,Исправный,Беляево,0.65,10,77:06:0006005:1022,77000000000077100,,0,,https://flatinfo.ru/h_info1.asp?hid=9746,"академика арцимовича ул., 3к1"
Юго-Восточный,Марьино,"г. москва, ул. марьинский парк, д. 7, к. 1",7,,55.657,37.77729,железобетонные,Панельный,Крупнопанельные,муниципальный,246.0,2001.0,264.0,2,Исправный,Братиславская,1.75,26,77:04:0004027:1052,77000000000454200,,0,,https://flatinfo.ru/h_info1.asp?hid=75615,"марьинский парк ул., 7к1"
Юго-Восточный,Южнопортовый,"г. москва, пр-кт. волгоградский, д. 32/3, к. 5",30,,55.7211,37.69353,,Монолитный,,,,2021.0,,,,Угрешская,0.4,6,77:04:0001018:13969,,,0,,https://flatinfo.ru/h_info1.asp?hid=335424,"волгоградский просп., 32/3к5"
Юго-Западный,Теплый Стан,"г. москва, ул. островитянова, д. 20",12,,55.63539,37.51336,Иные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,278.0,1972.0,264.0,2,Исправный,Коньково,0.45,7,77:06:0007003:1019,77000000000216000,,0,,https://flatinfo.ru/h_info1.asp?hid=9345,"островитянова ул., 20"
Северо-Восточный,Отрадное,"г. москва, ул. декабристов, д. 20, к. 1",17,,55.86292,37.60725,Железобетонные,Панельный,Крупнопанельные,муниципальный,887.0,1989.0,264.0,1,Исправный,Отрадное,0.15,3,77:02:0008006:1002,77000000000117600,,0,,https://flatinfo.ru/h_info1.asp?hid=57828,"декабристов ул., 20к1"
Юго-Восточный,Люблино,"г. москва, ул. ставропольская, д. 54, к. 2",9,,55.68107,37.76815,железобетонные,Панельный,Крупнопанельные,муниципальный,439.0,1975.0,264.0,1,Исправный,Люблино,0.75,11,77:04:0004012:1037,77000000000006500,,0,,https://flatinfo.ru/h_info1.asp?hid=15193,"ставропольская ул., 54к2"
Южный,Орехово-Борисово Южное,"г. москва, ул. генерала белова, д. 28, к. 2",25,,55.60394,37.72436,Железобетонные,Панельный,Крупнопанельные,,,2018.0,270.0,2,Исправный,Домодедовская,0.85,13,77:05:0011006:10197,77000000000046800,,0,,https://flatinfo.ru/h_info1.asp?hid=332823,"генерала белова ул., 28к2"
Западный,Филевский Парк,"г. москва, ул. тучковская, д. 9",9,,55.74745,37.50997,Железобетонные,Кирпичный,Кирпичные,муниципальный,373.0,1965.0,264.0,1,Исправный,Фили,0.4,6,77:07:0005008:1022,77000000000295100,,0,,https://flatinfo.ru/h_info1.asp?hid=27196,"тучковская ул., 9"
Западный,Можайский,"г. москва, ул. витебская, д. 10, к. 1",9,,55.71238,37.40807,,Панельный,Крупнопанельные,муниципальный,407.0,1974.0,264.0,1,Исправный,Сетунь,1.45,22,77:07:0008005:1036,77000000000097300,,0,,https://flatinfo.ru/h_info1.asp?hid=18066,"витебская ул., 10к1"
Северо-Восточный,Отрадное,"г. москва, проезд. отрадный, д. 3а",9,,55.85485,37.60824,Железобетонные,Кирпичный,Кирпичные,муниципальный,289.0,1965.0,264.0,1,Исправный,Отрадное,1.0,15,77:02:0009002:1067,77000000000216900,,0,,https://flatinfo.ru/h_info1.asp?hid=57112,"отрадный пр-д, 3а"
Юго-Западный,Коньково,"г. москва, ул. академика волгина, д. 15, к. 1",12,,55.6504,37.51687,железобетонные,Панельный,Крупнопанельные,муниципальный,324.0,1971.0,264.0,2,Исправный,Отсутствует в пешей доступности,20.0,90,77:06:0006003:1030,77000000000100000,,0,,https://flatinfo.ru/h_info1.asp?hid=9660,"академика волгина ул., 15к1"
Западный,Солнцево,"г. москва, ул. родниковая, д. 18, к. 1",9,,55.63467,37.3834,железобетонные,Панельный,Крупнопанельные,муниципальный,457.0,1979.0,264.0,2,Исправный,Новопеределкино,1.2,18,77:07:0015009:1131,77000000000248300,,0,,https://flatinfo.ru/h_info1.asp?hid=8651,"родниковая ул., 18к1"
Восточный,Новокосино,"г. москва, ул. суздальская, д. 40, к. 2",14,,55.74594,37.87469,железобетонные,Панельный,Крупнопанельные,муниципальный,828.0,1987.0,264.0,1,Исправный,Новокосино,0.75,11,77:03:0009003:1024,77000000000045100,,0,,https://flatinfo.ru/h_info1.asp?hid=38051,"суздальская ул., 40к2"
Юго-Восточный,Текстильщики,"г. москва, ул. саратовская, д. 6/2",4,,55.71361,37.73315,деревянные,Кирпичный,Кирпичные,муниципальный,386.0,1951.0,300.0,,Исправный,Текстильщики,0.6,9,77:04:0002019:1037,77000000000030800,,0,,https://flatinfo.ru/h_info1.asp?hid=24439,"саратовская ул., 6/2"
Юго-Западный,Зюзино,"г. москва, б-р. симферопольский, д. 24, к. 1",17,,55.64584,37.60315,Железобетонные,Панельный,Крупнопанельные,,357.0,2009.0,264.0,2,Исправный,Чертановская,0.6,9,77:06:0005017:1026,77000000000265100,,0,,https://flatinfo.ru/h_info1.asp?hid=244981,"симферопольский бул., 24к1"
Северный,Дегунино Западное,"г. москва, ул. дегунинская, д. 5",12,,55.86477,37.53495,Железобетонные,Панельный,Крупнопанельные,муниципальный,594.0,1978.0,264.0,2,Исправный,Моссельмаш,0.65,10,77:09:0002024:1023,77000000000033300,,0,,https://flatinfo.ru/h_info1.asp?hid=56683,"дегунинская ул., 5"
Восточный,Вешняки,"г. москва, ул. косинская, д. 28, к. 1",9,,55.71509,37.82755,железобетонные,Панельный,Крупнопанельные,муниципальный,352.0,1971.0,264.0,1,Исправный,Выхино,0.7,10,77:03:0007004:1010,77000000000040000,,0,,https://flatinfo.ru/h_info1.asp?hid=73296,"косинская ул., 28к1"
Юго-Восточный,Некрасовка,"г. москва, ул. покровская, д. 17, к. 4",17,,55.69865,37.93204,Железобетонные,Панельный,Железобетонные,,,2018.0,270.0,2,Исправный,Некрасовка,0.6,9,77:16:0010105:21972,77000000000745300,,0,,https://flatinfo.ru/h_info1.asp?hid=326711,"покровская ул., 17к4"
Центральный,Красносельский,"г. москва, ул. русаковская, д. 1",20,,55.78211,37.66936,Железобетонные,Кирпичный,Крупноблочные,муниципальный,313.0,2006.0,,1,Исправный,Красносельская,0.35,5,77:01:0003034:1027,77000000000067800,,0,,https://flatinfo.ru/h_info1.asp?hid=94779,"русаковская ул., 1"
Южный,Чертаново Северное,"г. москва, ул. сумская, д. 6, к. 3",9,,55.62553,37.60555,Железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,528.0,1969.0,264.0,1,Исправный,Южная,0.45,7,77:05:0006004:1040,77000000000282700,,0,,https://flatinfo.ru/h_info1.asp?hid=5900,"сумская ул., 6к3"
Западный,Новопеределкино,"г. москва, ул. скульптора мухиной, д. 7, к. 3",14,,55.63847,37.34264,железобетонные,Панельный,Крупнопанельные,федеральный,396.0,1991.0,264.0,2,Исправный,Рассказовка,0.7,11,77:07:0015005:1848,77000000000192200,,0,,https://flatinfo.ru/h_info1.asp?hid=8738,"скульптора мухиной ул., 7к3"
Южный,Бирюлево Восточное,"г. москва, ул. бирюлевская, д. 55, к. 1",12,,55.58313,37.67581,железобетонные,Панельный,Крупнопанельные,муниципальный,1018.0,1983.0,264.0,2,Исправный,Орехово,3.65,55,77:05:0010004:1064,77000000000047000,,0,,https://flatinfo.ru/h_info1.asp?hid=69380,"бирюлевская ул., 55к1"
Западный,Можайский,"г. москва, ул. беловежская, д. 39, к. 4",12,,55.71166,37.39547,,Панельный,Крупнопанельные,муниципальный,371.0,1979.0,264.0,2,Исправный,Сетунь,1.45,22,77:07:0008004:1025,77000000000083000,,0,,https://flatinfo.ru/h_info1.asp?hid=17558,"беловежская ул., 39к4"
Северный,Коптево,"г. москва, проезд. черепановых, д. 36",16,,55.84075,37.53027,Железобетонные,Панельный,Крупнопанельные,муниципальный,937.0,1997.0,270.0,1,Исправный,Коптево,0.55,8,77:09:0003003:1050,77000000000036200,,0,,https://flatinfo.ru/h_info1.asp?hid=75320,"черепановых пр-д, 36"
Северный,Бескудниковский,"г. москва, ш. дмитровское, д. 88, к. 2",3,,55.87075,37.55066,,Блочный,Крупноблочные,,,1966.0,,,,Селигерская,0.55,9,77:09:0002026:1067,77000000000033500,,0,,https://flatinfo.ru/h_info1.asp?hid=56645,"дмитровское ш., 88к2"
Юго-Западный,Черемушки,"г. москва, ул. новочеремушкинская, д. 59",17,,55.66952,37.56847,Железобетонные,Панельный,Крупнопанельные,муниципальный,745.0,2003.0,275.0,1,Исправный,Новые Черёмушки,0.9,13,77:06:0004005:1019,77000000000207100,,0,,https://flatinfo.ru/h_info1.asp?hid=77426,"новочеремушкинская ул., 59"
Северный,Войковский,"г. москва, ул. нарвская, д. 1а, к. 1",17,,55.83194,37.50352,Железобетонные,Панельный,Крупнопанельные,,363.0,2011.0,275.0,2,Исправный,Балтийская,1.0,15,77:09:0001023:1122,77000000000036600,,0,,https://flatinfo.ru/h_info1.asp?hid=260780,"нарвская ул., 1ак1"
Северный,Дмитровский,"г. москва, ш. дмитровское, д. 107, к. 2",24,1.0,55.87958,37.5426,Железобетонные,,,,,2019.0,,1,Исправный,Яхромская,0.25,4,77:09:0002009:13222,,,0,,https://flatinfo.ru/h_info1.asp?hid=324734,"дмитровское ш., 107к2"
Южный,Москворечье-Сабурово,"г. москва, ул. кантемировская, д. 18, к. 5",17,,55.64178,37.66412,железобетонные,Панельный,Крупнопанельные,муниципальный,1663.0,1989.0,264.0,1,Исправный,Кантемировская,0.8,12,77:05:0005010:1015,77000000000049200,,0,,https://flatinfo.ru/h_info1.asp?hid=71906,"кантемировская ул., 18к5"
Юго-Западный,Теплый Стан,"г. москва, ул. академика бакулева, д. 8",16,,55.64241,37.48637,Железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,347.0,1979.0,264.0,1,Исправный,Тропарево,0.95,15,77:06:0007001:1011,77000000000079300,,0,,https://flatinfo.ru/h_info1.asp?hid=9326,"академика бакулева ул., 8"
Восточный,Сокольники,"г. москва, ул. сокольническая 3-я, д. 4",12,,55.78716,37.68591,Железобетонные,Блочный,Крупноблочные,муниципальный,331.0,1975.0,248.0,1,Исправный,Сокольники,0.55,8,77:03:0003006:1040,77000000000270500,,0,,https://flatinfo.ru/h_info1.asp?hid=45405,"сокольническая 3-я ул., 4"
Северо-Западный,Щукино,"г. москва, ул. маршала новикова, д. 4, к. 1",5,,55.80281,37.46741,Деревянные,Кирпичный,Кирпичные,муниципальный,312.0,1940.0,320.0,1,Исправный,Щукинская,0.8,12,77:08:0009011:1026,77000000000201200,,0,,https://flatinfo.ru/h_info1.asp?hid=41660,"маршала новикова ул., 4к1"
Северо-Восточный,Медведково Южное,"г. москва, ул. молодцова, д. 29, к. 2",23,,55.87874,37.6245,Железобетонные,Панельный,Железобетонные Монолитные,муниципальный,460.0,2008.0,,1,Исправный,Бибирево,1.5,23,77:02:0006002:1112,77000000000189200,,0,,https://flatinfo.ru/h_info1.asp?hid=109773,"молодцова ул., 29к2"
Центральный,Басманный,"г. москва, ул. почтовая б., д. 18/20, к. 17",5,,55.77399,37.69095,деревянные,Кирпичный,Кирпичные,муниципальный,452.0,1931.0,280.0,,Исправный,Бауманская,0.8,12,77:01:0003014:1044,77000000000235600,,0,,https://flatinfo.ru/h_info1.asp?hid=35381,"почтовая большая ул., 18/20к17"
Северо-Восточный,Медведково Северное,"г. москва, проезд. шокальского, д. 25",14,,55.88037,37.64449,Железобетонные,Панельный,Крупнопанельные,муниципальный,408.0,2007.0,275.0,1,Исправный,Медведково,1.35,20,77:02:0004007:1042,77000000000315900,,0,,https://flatinfo.ru/h_info1.asp?hid=98430,"шокальского пр-д, 25"
Юго-Западный,Черемушки,"г. москва, ул. профсоюзная, д. 44, к. 3",9,,55.67487,37.55476,железобетонные,Блочный,Крупноблочные,муниципальный,111.0,1963.0,250.0,1,Исправный,Новые Черёмушки,0.55,8,77:06:0003009:1029,77000000000239200,,0,,https://flatinfo.ru/h_info1.asp?hid=70487,"профсоюзная ул., 44к3"
Западный,Новопеределкино,"г. москва, ш. боровское, д. 46",17,,55.63663,37.34865,железобетонные,Панельный,Крупнопанельные,муниципальный,870.0,1989.0,264.0,1,Исправный,Рассказовка,0.95,14,77:07:0015005:1834,77000000000089000,,0,,https://flatinfo.ru/h_info1.asp?hid=8726,"боровское ш., 46"
Восточный,Преображенское,"г. москва, ул. халтуринская, д. 9, к. 4",12,,55.80072,37.7238,железобетонные,Панельный,Крупноблочные,ЖСК - жилищно-строительные кооперативы,118.0,1971.0,250.0,2,Исправный,Преображенская Площадь,0.75,12,77:03:0003023:1015,77000000000301400,,0,,https://flatinfo.ru/h_info1.asp?hid=46865,"халтуринская ул., 9к4"
Северо-Западный,Митино,"г. москва, ул. митинская, д. 40, к. 1",22,,55.84824,37.36113,Железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,,1992.0,266.0,2,Исправный,Митино,0.3,4,77:08:0002006:1015,77000000000186400,,0,,https://flatinfo.ru/h_info1.asp?hid=54759,"митинская ул., 40к1"
Юго-Западный,Черемушки,"г. москва, ул. цюрупы, д. 6",17,,55.67157,37.57648,железобетонные,Панельный,Крупнопанельные,муниципальный,700.0,2000.0,275.0,1,Исправный,Профсоюзная,1.15,18,77:06:0004005:1040,77000000000307200,,0,,https://flatinfo.ru/h_info1.asp?hid=75317,"цюрупы ул., 6"
Северо-Западный,Тушино Южное,"г. москва, ул. василия петушкова, д. 23",22,,55.83995,37.40313,железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,,1991.0,266.0,2,Исправный,Трикотажная,0.85,13,77:08:0004001:1042,77000000000719900,,0,,https://flatinfo.ru/h_info1.asp?hid=74994,"василия петушкова ул., 23"
Юго-Западный,Бутово Южное,"г. москва, б-р. адмирала ушакова, д. 9",22,,55.54561,37.55195,железобетонные,Панельный,Крупнопанельные,муниципальный,1230.0,1995.0,266.0,2,Исправный,Скобелевская,0.4,6,77:06:0012002:1080,77000000000396100,,0,,https://flatinfo.ru/h_info1.asp?hid=96168,"адмирала ушакова бул., 9"
Юго-Восточный,Выхино-Жулебино,"г. москва, пр-кт. рязанский, д. 76/2",12,,55.71116,37.81623,железобетонные,Панельный,Крупноблочные,,854.0,1975.0,248.0,1,Исправный,Выхино,0.6,9,77:04:0002010:1008,77000000000007600,,0,,https://flatinfo.ru/h_info1.asp?hid=25104,"рязанский просп., 76/2"
Северо-Восточный,Медведково Северное,"г. москва, проезд. заревый, д. 1, к. 1",25,1.0,55.88264,37.65825,Железобетонные,Монолитный,Железобетонные Монолитные,,672.0,2011.0,275.0,1,Исправный,Медведково,0.55,9,77:02:0004006:1037,77000000000131400,,0,,https://flatinfo.ru/h_info1.asp?hid=203165,"заревый пр-д, 1к1"
Северо-Восточный,Отрадное,"г. москва, ш. алтуфьевское, д. 40",12,,55.87197,37.5873,Железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,1281.0,1979.0,264.0,2,Исправный,Дегунино,1.15,17,77:02:0007001:1008,77000000000073300,,0,,https://flatinfo.ru/h_info1.asp?hid=56809,"алтуфьевское ш., 40"
Юго-Западный,Коньково,"г. москва, ул. профсоюзная, д. 119, к. 1",17,,55.62918,37.51836,железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,,1986.0,264.0,1,Исправный,Коньково,0.5,8,77:06:0008008:1009,77000000000239200,,0,,https://flatinfo.ru/h_info1.asp?hid=5190,"профсоюзная ул., 119к1"
Северо-Восточный,Северный,"г. москва, ш. челобитьевское, д. 14, к. 1",22,,55.91261,37.55156,Железобетонные,Панельный,Крупнопанельные,муниципальный,942.0,2007.0,266.0,2,Исправный,Физтех,1.0,15,77:02:0025017:1039,77000000000387600,,0,,https://flatinfo.ru/h_info1.asp?hid=110813,"челобитьевское ш., 14к1"
Юго-Восточный,Южнопортовый,"г. москва, ул. машиностроения 1-я, д. 4, к. 2",5,,55.71277,37.66985,Смешанные,Кирпичный,Кирпичные,муниципальный,488.0,1937.0,320.0,,Исправный,Дубровка,0.55,8,77:04:0001018:1038,77000000000019600,,0,,https://flatinfo.ru/h_info1.asp?hid=22676,"машиностроения 1-я ул., 4к2"
Западный,Новопеределкино,"г. москва, ш. боровское, д. 36",17,,55.63991,37.35414,железобетонные,Панельный,Крупнопанельные,муниципальный,866.0,1989.0,264.0,1,Исправный,Новопеределкино,0.9,13,77:07:0015005:1866,77000000000089000,,0,,https://flatinfo.ru/h_info1.asp?hid=8846,"боровское ш., 36"
Центральный,Тверской,"г. москва, ул. тверская-ямская 3-я, д. 10",11,,55.77166,37.59687,Железобетонные,Монолитный,Крупноблочные,,,2010.0,,2,Исправный,Маяковская,0.2,3,77:01:0004011:1080,77000000000288100,,0,,https://flatinfo.ru/h_info1.asp?hid=178802,"тверская-ямская 3-я ул., 10"
Западный,Дорогомилово,"г. москва, пр-кт. кутузовский, д. 23, к. 1",8,,55.7446,37.54868,Железобетонные,Кирпичный,Кирпичные,муниципальный,335.0,1946.0,320.0,1,Исправный,Студенческая,0.65,10,77:07:0007002:1067,77000000000720000,,0,,https://flatinfo.ru/h_info1.asp?hid=27799,"кутузовский просп., 23к1"
Северо-Восточный,Медведково Южное,"г. москва, проезд. дежнева, д. 25, к. 2",12,,55.86968,37.63516,Железобетонные,Панельный,Крупнопанельные,муниципальный,424.0,1983.0,264.0,2,Исправный,Бабушкинская,1.85,28,77:02:0006005:1001,77000000000117500,,0,,https://flatinfo.ru/h_info1.asp?hid=57607,"дежнева пр-д, 25к2"
Юго-Западный,Коньково,"г. москва, ул. генерала антонова, д. 7, к. 1",9,,55.64461,37.53897,железобетонные,Панельный,Крупнопанельные,муниципальный,464.0,1969.0,264.0,1,Исправный,Беляево,0.85,13,77:06:0008003:1014,77000000000075500,,0,,https://flatinfo.ru/h_info1.asp?hid=10477,"генерала антонова ул., 7к1"
Северо-Восточный,Медведково Северное,"г. москва, ул. северодвинская, д. 19",16,,55.89317,37.67679,Железобетонные,Панельный,Крупноблочные,муниципальный,1748.0,1983.0,248.0,1,Исправный,Медведково,1.25,19,77:02:0004009:1008,77000000000259600,,0,,https://flatinfo.ru/h_info1.asp?hid=61284,"северодвинская ул., 19"
Центральный,Арбат,"г. москва, ул. арбат, д. 4, стр. 1",3,,55.75222,37.59874,Деревянные,Кирпичный,Кирпичные,муниципальный,85.0,1870.0,,,Исправный,Арбатская,0.5,8,77:01:0001046:1013,77000000000075800,,0,,https://flatinfo.ru/h_info1.asp?hid=30802,"арбат ул., 4с1"
Южный,Зябликово,"г. москва, б-р. ореховый, д. 24, к. 3",30,,55.61267,37.74981,,Панельный,Крупнопанельные,,,2021.0,,,,Зябликово,0.35,5,77:05:0011013:1029,77000000000051300,,0,,https://flatinfo.ru/h_info1.asp?hid=335478,"ореховый бул., 24к3"
Юго-Западный,Котловка,"г. москва, ул. нагорная, д. 33, к. 5",5,,55.67014,37.59845,железобетонные,Блочный,Крупноблочные,муниципальный,211.0,1961.0,258.0,,Исправный,Нагорная,0.9,13,77:06:0005002:1006,77000000000194500,,1,2025-2028,https://flatinfo.ru/h_info1.asp?hid=13776,"нагорная ул., 33к5"
Северо-Восточный,Бутырский,"г. москва, ул. яблочкова, д. 31, к. 3",16,,55.8241,37.57619,Железобетонные,Панельный,Крупнопанельные,муниципальный,657.0,1983.0,248.0,1,Исправный,Тимирязевская,0.65,10,77:02:0020002:1036,77000000000320300,,0,,https://flatinfo.ru/h_info1.asp?hid=51224,"яблочкова ул., 31к3"
Западный,Очаково-Матвеевское,"г. москва, ул. матвеевская, д. 7",16,,55.70306,37.45941,железобетонные,Панельный,Крупноблочные,муниципальный,263.0,1981.0,248.0,1,Исправный,Аминьевская,0.8,12,77:07:0012010:1042,77000000000182200,,0,,https://flatinfo.ru/h_info1.asp?hid=19153,"матвеевская ул., 7"
Северо-Западный,Митино,"г. москва, ул. пенягинская, д. 26",7,,55.83313,37.35811,Железобетонные,Монолитный,Железобетонные Монолитные,ЧФ  - частный фонд,,2000.0,300.0,,Исправный,Пенягино,1.3,20,77:08:0002022:1011,77000000000427600,,0,,https://flatinfo.ru/h_info1.asp?hid=74902,"пенягинская ул., 26"
